SMILES_RepeatUnit_1,SMILES_Monomer_0,MD,RepeatUnit_1_MFF_GPR,RepeatUnit_1_MFF_Lasso,RepeatUnit_1_MFF_RF,RepeatUnit_1_MFF_SVM,RepeatUnit_1_MFF_DNN,RepeatUnit_1_MFF_CNN,RepeatUnit_1_MF_GPR,RepeatUnit_1_MF_Lasso,RepeatUnit_1_MF_RF,RepeatUnit_1_MF_SVM,RepeatUnit_1_MF_DNN,RepeatUnit_1_MF_CNN,RepeatUnit_1_ME_GPR,RepeatUnit_1_ME_Lasso,RepeatUnit_1_ME_RF,RepeatUnit_1_ME_SVM,RepeatUnit_1_ME_DNN,RepeatUnit_1_ME_CNN,RepeatUnit_1_Descriptor_GPR,RepeatUnit_1_Descriptor_Lasso,RepeatUnit_1_Descriptor_RF,RepeatUnit_1_Descriptor_SVM,RepeatUnit_1_Descriptor_DNN,RepeatUnit_1_Descriptor_CNN,Polymerized_16_ME_GPR,Polymerized_16_ME_Lasso,Polymerized_16_ME_RF,Polymerized_16_ME_SVM,Polymerized_16_ME_DNN,Polymerized_16_ME_CNN,Polymerized_16_Descriptor_GPR,Polymerized_16_Descriptor_Lasso,Polymerized_16_Descriptor_RF,Polymerized_16_Descriptor_SVM,Polymerized_16_Descriptor_DNN,Polymerized_16_Descriptor_CNN,Polymerized_16_MFF_GPR,Polymerized_16_MFF_Lasso,Polymerized_16_MFF_RF,Polymerized_16_MFF_SVM,Polymerized_16_MFF_DNN,Polymerized_16_MFF_CNN,Polymerized_16_MF_GPR,Polymerized_16_MF_Lasso,Polymerized_16_MF_RF,Polymerized_16_MF_SVM,Polymerized_16_MF_DNN,Polymerized_16_MF_CNN,Monomer_0_MFF_GPR,Monomer_0_MFF_Lasso,Monomer_0_MFF_RF,Monomer_0_MFF_SVM,Monomer_0_MFF_DNN,Monomer_0_MFF_CNN,Monomer_0_MF_GPR,Monomer_0_MF_Lasso,Monomer_0_MF_RF,Monomer_0_MF_SVM,Monomer_0_MF_DNN,Monomer_0_MF_CNN,Monomer_0_ME_GPR,Monomer_0_ME_Lasso,Monomer_0_ME_RF,Monomer_0_ME_SVM,Monomer_0_ME_DNN,Monomer_0_ME_CNN,Monomer_0_Descriptor_GPR,Monomer_0_Descriptor_Lasso,Monomer_0_Descriptor_RF,Monomer_0_Descriptor_SVM,Monomer_0_Descriptor_DNN,Monomer_0_Descriptor_CNN,Monomer_0_CNN,RepeartUnit_1_CNN,Monomer_0_RNN,RepeartUnit_1_RNN,GCNN_Monomer,GCNN_RepeatUnit_1,GCNN_Polymerized_16
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)*)cc1,Nc1cccc(Oc2ccc(cc2)S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)c1.O=C1OC(=O)c2cc(Oc3ccc4C(=O)OC(=O)c4c3)ccc12,199.6619548,210.57,216.65,224.79,220.76,209.04,215.99,224.01,223.46,236.82,212.12,209.92,224.63,227.15,238.32,239.87,237.67,224.49,258.26,244.45,240.50,234.09,244.73,223.68,247.18,230.17,240.17,240.24,241.93,227.57,220.25,248.01,227.06,236.82,235.61,221.54,227.21,213.47,208.38,227.05,225.40,218.21,215.53,221.70,225.66,232.72,217.77,195.38,224.79,211.31,217.65,213.16,218.88,222.12,227.67,227.98,219.52,229.68,226.66,222.31,220.39,232.45,234.80,242.62,235.56,237.25,249.07,236.59,238.43,230.02,242.80,231.44,239.19,196.93,249.42,243.61,248.34,218.68,229.13,233.05
*c1n(c(cc1)*)CC,CCn1cccc1,112.6054346,77.40,112.68,119.86,111.39,100.52,110.98,127.35,109.87,123.75,113.18,115.97,113.89,105.67,152.82,104.75,162.23,86.57,107.33,126.07,104.14,95.93,68.14,97.91,114.50,68.94,142.56,61.61,123.59,68.68,75.91,134.17,100.24,93.56,86.30,109.68,96.83,82.77,106.80,111.39,115.71,76.29,98.82,92.09,105.13,106.42,111.84,119.87,115.61,66.57,74.50,83.67,64.65,86.41,46.42,75.27,63.24,128.93,45.93,54.33,43.26,77.97,105.87,55.87,81.40,57.23,63.13,31.75,45.63,77.99,36.77,31.36,33.55,57.48,58.19,87.27,145.93,73.36,125.28,76.05
*OC(=O)CCCCS(=O)(=O)CCCCC(=O)OCCCCCCCCCC*,OCCCCCCCCCCO.OC(=O)CCCCS(=O)(=O)CCCCC(=O)O,37.87494117,-20.47,-45.55,-15.88,-51.05,-24.98,-33.06,-38.60,-46.92,-36.58,-51.63,-35.24,-43.13,4.20,-31.38,5.89,-38.51,1.03,9.84,53.06,-22.21,-15.45,-16.01,2.01,-21.49,-6.15,-28.53,22.74,-36.38,-7.97,-17.92,-13.66,-53.63,-30.09,-41.21,-21.86,-43.02,-20.25,-37.47,-19.84,-41.46,-22.45,-27.41,-36.43,-48.37,-37.98,-51.48,-34.46,-29.15,-43.98,-29.37,-31.04,-33.79,-60.42,-22.42,-50.09,-40.87,-44.00,-39.90,-0.98,-26.60,-19.35,-10.36,-7.80,-15.32,-21.48,-15.33,-36.21,-9.27,-17.47,-5.47,2.68,-36.75,-29.17,-30.92,-11.61,2.25,-28.87,1.46,-11.92
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)N2C3(C(=O)N(C2=O)C(=O)*)CCCCC3)cc1,,277.0792131,259.21,262.12,242.60,252.10,323.43,268.58,248.60,241.50,243.22,246.03,252.37,225.06,200.35,202.33,247.77,184.87,218.43,284.22,187.26,287.70,292.04,262.12,222.09,258.72,200.61,200.30,249.62,226.21,267.26,259.12,157.69,294.90,244.22,269.85,255.74,263.85,250.16,264.19,240.57,258.33,291.79,282.19,250.99,242.85,235.56,248.84,252.19,246.06,,,,,,,,,,,,,,,,,,,,,,,,,,281.69,,201.24,,265.65,226.75
*C(=C*)c1c(cccc1)C,c1(ccccc1C#C)C,261.6623551,144.98,130.67,126.49,129.89,151.81,137.51,168.60,164.09,164.29,166.66,167.54,148.19,163.78,143.18,154.22,148.83,132.93,169.33,157.21,116.09,142.44,93.26,115.55,113.98,159.67,140.47,135.45,129.00,113.99,161.40,162.44,119.80,148.86,109.31,124.20,126.69,144.05,127.90,134.98,131.91,155.36,130.35,176.86,163.80,175.22,165.90,160.50,155.38,129.57,100.73,114.71,93.13,122.65,107.11,205.38,115.97,130.50,110.47,124.56,116.41,149.89,113.38,113.23,102.72,115.20,125.24,148.48,109.48,128.75,94.99,104.84,121.37,113.67,161.27,102.85,149.45,168.20,157.10,178.62
*Oc1cc2C(c3c(c2cc1)ccc(c3)Oc1ccc(cc1)c1c2cc(ccc2c(c2ccccc12)c1ccc(cc1)*)CCC)(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Brc9ccc8c1ccc(Br)cc1C(c4ccc(N(c2ccccc2)c3ccccc3)cc4)(c7ccc(N(c5ccccc5)c6ccccc6)cc7)c8c9.CCCc5ccc4c(c1ccc(O)cc1)c2ccccc2c(c3ccc(O)cc3)c4c5,187.3941077,271.00,258.43,256.85,276.02,249.81,214.64,184.89,167.53,162.44,150.42,158.50,190.22,245.28,316.77,220.25,304.57,293.92,306.37,253.29,287.64,286.42,331.43,310.06,267.79,251.94,326.64,217.55,310.11,286.34,234.87,218.54,222.96,298.84,275.64,210.88,237.25,263.35,258.60,265.46,260.82,234.64,205.06,174.49,167.69,186.84,161.10,165.77,184.25,236.88,345.95,253.97,356.44,308.22,269.74,181.35,200.29,142.11,200.32,220.50,236.27,212.28,320.72,264.17,315.84,338.50,316.44,161.86,287.91,217.01,301.81,290.20,256.47,336.05,303.34,239.67,274.63,259.39,257.93,266.23
*SC(=O)CCCCC(=O)SCC*,,-21.91188888,12.78,40.04,42.88,40.72,39.14,19.50,11.50,39.60,26.11,28.13,26.72,28.85,1.11,14.90,64.48,-17.07,-21.87,8.83,-15.46,28.13,-14.41,30.72,15.94,5.49,1.22,5.74,60.25,35.14,-29.80,-3.26,-8.55,38.17,29.91,29.23,29.66,-9.14,21.94,50.95,48.46,53.70,39.73,33.64,6.71,39.00,20.59,34.05,29.50,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,-6.66,,-20.10,,26.85,-25.51
*OC(CC*)(C(F)(F)F)C(F)(F)F,C=C.FC(F)(F)C(=O)C(F)(F)F,-8.026293088,-33.72,28.61,-21.79,39.89,-0.40,-8.46,-56.43,-13.91,-29.98,-8.35,-47.65,-16.33,51.76,71.84,12.59,74.17,47.62,41.70,28.30,48.89,6.09,55.99,55.08,52.25,40.67,80.47,34.10,83.25,50.36,5.35,18.33,32.29,63.42,40.98,41.67,34.01,-3.27,60.74,-22.41,64.96,-9.14,0.96,-70.00,-22.68,-31.95,-22.55,-26.49,-36.96,34.47,37.78,16.30,45.97,9.02,43.76,59.62,62.79,17.59,66.38,56.32,34.33,34.06,90.90,42.83,80.65,93.12,58.60,44.70,9.26,35.58,80.59,51.19,73.62,62.81,-0.68,85.21,-28.37,35.54,60.43,26.83
*C(C(*)c1ccccc1)[N+](=O)[O-],O=N(=O)C=Cc1ccccc1,173.9913454,89.00,94.23,105.40,104.84,100.67,107.55,113.03,158.44,142.22,159.17,149.06,118.17,128.99,102.46,118.89,80.87,122.05,120.41,136.53,118.08,128.93,103.63,115.18,104.59,141.96,119.85,116.71,117.95,132.13,138.83,124.32,133.55,124.36,127.51,142.29,120.52,107.79,107.55,96.55,112.42,111.02,121.08,99.52,155.12,132.45,157.11,136.82,117.78,95.80,89.04,96.57,86.25,114.37,105.77,177.74,138.58,124.09,138.94,149.28,143.47,108.82,54.33,101.95,50.60,48.58,102.74,128.04,130.97,124.79,113.03,129.93,107.66,79.72,154.11,131.77,140.83,168.51,121.85,123.55
*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CC(=O)NNC(=O)c2ccc(cc2)C(=O)NNC(=O)C*)cc1)(C(F)(F)F)C(F)(F)F,NNC(=O)c1ccc(cc1)C(=O)NN.ClC(=O)CN1C(=O)c2ccc(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c2ccc1C(=O)N(C(=O)c1c2)CC(=O)Cl,226.7602549,166.85,265.09,218.70,281.15,278.61,214.64,187.23,212.47,192.66,221.18,223.13,220.69,189.17,231.88,240.43,232.33,200.72,236.21,124.35,270.69,209.78,260.80,219.95,265.62,179.65,246.24,244.55,261.49,233.38,228.14,152.33,286.66,215.08,270.83,252.57,227.67,151.81,257.62,222.50,274.17,185.58,212.89,187.20,213.10,204.78,221.67,212.31,235.08,186.50,224.76,204.39,235.49,189.69,235.91,212.74,220.41,195.53,227.53,205.82,228.93,190.34,211.87,205.35,227.68,231.81,257.38,153.13,232.42,194.22,230.87,217.88,252.64,238.36,251.09,270.49,275.10,206.94,214.08,229.26
*C(C*)CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCC=C,21.77937998,-9.24,12.82,-33.96,11.16,-14.50,-16.71,-40.50,-30.74,-37.73,-29.92,-31.53,-22.46,-27.44,-8.54,-17.54,-21.50,-33.22,-2.73,-20.01,-47.57,-38.39,-63.36,-0.85,-16.56,-17.00,-17.11,-30.77,-24.54,-26.62,-56.05,-5.35,-46.03,-13.30,-59.46,-25.93,-26.41,-2.90,11.35,-37.30,7.54,-23.81,-7.03,-39.31,-31.22,-38.59,-31.65,-37.06,-14.91,-26.99,12.39,-18.11,13.09,-26.46,-11.97,-48.20,-33.39,-34.10,-36.95,-0.98,-28.96,-39.43,-22.95,-47.16,-36.53,-71.63,-34.84,-22.81,-52.32,-46.30,-46.79,-31.58,-28.09,10.50,-29.79,-26.07,-57.86,-36.28,-26.96,-27.55
*OS(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)c1ccc(cc1)*,Oc1ccc(cc1)c2ccc(O)cc2.ClS(=O)(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)Cl)cc1,190.021745,185.81,158.01,133.38,166.44,139.35,170.53,164.48,193.54,113.76,194.96,189.95,187.99,115.69,154.43,172.49,131.82,148.43,196.51,161.79,175.74,175.59,179.13,141.38,172.57,124.88,144.51,154.38,134.70,112.66,163.03,169.89,164.12,160.49,163.26,166.77,165.00,184.37,176.28,127.87,182.40,168.97,187.55,177.76,190.20,151.30,194.36,150.37,192.44,183.18,155.15,200.92,158.57,194.49,204.40,222.93,184.87,226.97,176.69,189.10,196.84,202.51,185.06,170.79,174.94,162.56,191.01,177.14,166.50,187.80,151.44,158.87,174.42,231.38,206.20,182.77,133.63,179.73,210.06,153.77
*SCCCCCC(=O)NCCc1ccc(cc1)CCNC(=O)CCCCC*,NCCc1ccc(CCN)cc1.OC(=O)CCCCCSCCCCCC(=O)O,-18.01175462,53.26,16.22,82.17,18.96,46.86,51.62,77.88,100.63,69.47,98.08,87.66,77.50,54.44,27.97,58.14,31.01,51.57,70.44,45.10,48.28,74.54,66.06,29.58,48.16,55.63,37.60,64.26,46.30,43.03,59.76,51.19,40.57,77.09,58.02,45.64,51.72,53.60,13.56,80.59,20.58,48.04,55.11,77.14,101.86,63.67,101.74,90.43,88.78,50.29,26.62,79.69,30.32,61.13,68.08,78.26,103.59,77.98,99.29,95.50,78.15,77.31,18.43,62.35,18.24,51.30,62.07,43.48,71.00,70.54,86.62,47.11,55.18,77.07,53.26,64.84,98.53,63.40,67.15,-1.20
*N1CCC(CC1)C(=O)c1c(cc(cc1)C(=O)N1CCC(CC1)CCC*)Oc1ccccc1,C(CC1CCNCC1)CC2CCNCC2.ClC(=O)c1ccc(C(=O)Cl)c(Oc2ccccc2)c1,131.1821319,103.94,113.56,127.60,99.53,146.80,156.15,106.67,159.79,90.85,136.04,146.66,136.37,76.79,65.84,182.29,33.60,112.55,142.69,113.88,148.52,125.40,130.87,199.19,148.62,83.57,105.10,183.83,87.55,146.75,147.17,151.87,158.50,121.25,132.01,158.97,153.91,131.77,137.18,130.75,127.85,185.09,172.41,108.27,163.38,104.14,144.86,181.69,176.31,106.95,105.65,118.02,101.30,136.49,150.96,112.90,121.11,97.86,93.18,115.70,111.62,120.23,121.42,137.07,120.76,180.38,115.43,127.23,103.07,111.57,105.39,99.61,113.67,243.82,124.90,152.36,175.94,143.47,86.57,113.81
*C(C(CC*)(F)F)(Cl)F,C=C.FC(=C(F)Cl)F,-41.84388225,35.06,82.15,-3.23,94.91,28.98,34.98,5.83,52.79,-39.81,54.14,30.61,21.53,11.57,72.96,-11.87,83.46,25.45,34.07,-53.36,35.87,15.08,37.23,40.90,24.64,10.45,100.38,-34.66,100.67,-0.90,18.78,-53.92,21.03,-0.35,34.45,34.84,23.17,37.84,71.60,-20.28,81.79,29.77,39.57,5.83,56.70,-29.42,58.27,39.67,25.38,15.20,48.73,-0.72,69.72,31.46,32.63,-2.36,57.59,11.46,56.24,59.64,51.36,40.18,49.76,35.21,32.40,69.35,34.21,21.14,86.05,14.67,117.44,103.77,89.02,63.44,3.00,80.90,17.99,-29.21,-45.24,-13.70
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CC(=O)OCCCCCCOC(=O)C*,OCCCCCCO.COC(=O)CN1C(=O)c2cc3C(=O)N(C(=O)c3cc2C1=O)CC(=O)OC,55.49864746,104.48,101.08,99.58,85.36,60.60,92.49,85.74,87.64,64.36,65.76,54.43,100.79,57.23,157.82,80.71,163.41,110.73,113.52,129.60,130.94,81.31,109.90,117.61,134.22,90.97,145.34,91.06,164.11,53.81,111.75,161.53,114.72,68.45,96.34,100.95,100.70,115.99,109.86,94.75,100.45,52.54,75.08,85.92,82.77,73.05,64.73,66.89,75.41,68.41,102.03,71.89,93.45,90.97,67.02,67.68,73.91,66.03,67.39,68.36,60.03,105.58,195.54,74.64,214.09,141.89,114.55,63.72,81.11,58.46,57.34,42.20,46.22,94.67,133.74,92.03,90.90,108.95,134.48,74.96
*c1oc(cc1)Sc1oc(cc1)C=Nc1cc(ccc1)N=C*,Nc1cccc(N)c1.C(=O)C1OC(=CC=1)SC2OC(=CC=2)C(=O),122.5813993,159.81,138.77,121.79,145.53,157.49,166.63,103.43,137.05,97.01,147.11,91.92,125.19,59.43,36.71,168.19,82.24,87.61,151.36,129.00,147.08,122.42,140.13,138.54,158.94,60.39,81.74,160.01,95.94,101.83,110.41,115.16,122.33,139.75,131.09,125.61,122.28,172.53,144.47,142.09,151.36,135.88,159.34,92.83,135.88,117.16,142.69,134.42,133.12,181.43,170.15,196.61,172.36,175.07,204.20,153.23,195.39,195.31,215.66,205.09,186.87,284.57,221.88,181.61,245.34,216.34,221.25,189.95,209.54,221.31,193.66,220.71,219.00,162.74,84.07,239.65,97.22,179.10,71.62,51.59
*C(C*)S(=O)c1ccccc1,c1ccccc1S(C=C)=O,137.9705527,90.21,86.74,105.37,94.34,109.63,86.74,107.47,132.51,93.20,133.35,130.38,90.88,107.64,135.18,123.66,122.94,107.05,105.89,90.25,108.45,76.38,106.04,83.61,72.00,129.08,108.02,119.39,108.56,119.72,99.55,35.30,117.12,86.40,113.55,136.25,83.25,83.78,92.95,94.96,100.42,91.50,98.30,113.75,135.68,97.60,137.68,136.13,106.74,90.46,77.11,101.66,80.70,96.02,102.49,136.79,127.06,112.10,130.39,132.68,142.15,87.35,18.63,114.90,2.55,45.65,65.36,85.83,111.64,111.07,111.31,123.77,102.46,98.07,88.45,109.91,83.91,51.34,55.12,64.05
*OC(=O)c1cc(c(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)NC(=O)c1c(ccc(c1)C(=O)OCCN(CC*)CCCCOc1ccc(cc1)N=Nc1ccc(cc1)CCCCCC)C(=O)O)(C)C)(C)C)C(=O)O,,82.18427933,111.20,108.21,138.84,95.13,177.64,104.15,131.52,60.33,133.89,57.21,109.05,164.83,87.91,105.18,173.83,100.79,172.47,172.74,101.89,104.45,111.50,131.94,120.84,116.74,91.49,111.48,170.57,140.52,261.47,120.12,95.87,112.00,107.51,133.67,137.85,114.98,93.72,152.85,130.20,128.76,87.59,137.59,137.27,58.73,139.08,57.40,121.04,143.66,,,,,,,,,,,,,,,,,,,,,,,,,,143.52,,103.65,,118.28,86.08
*=C=C=C(C(=*)COC(=O)NCC)COC(=O)NCC,CCNC(=O)OCC#CC#CCOC(=O)NCC,172.0633872,74.56,45.54,52.58,60.64,67.42,46.12,78.42,45.76,22.03,41.85,22.84,37.88,120.53,126.34,42.88,155.17,71.57,101.87,117.41,90.09,61.42,98.41,78.80,94.95,76.98,134.44,29.71,100.90,63.28,65.63,106.60,87.91,34.87,89.03,35.20,66.94,104.72,65.78,28.07,74.96,98.32,47.07,69.96,47.39,27.36,43.25,64.13,35.84,132.56,80.29,61.94,87.06,130.11,72.36,100.99,49.82,63.81,38.50,53.08,69.16,80.55,101.91,60.52,132.38,82.32,102.60,70.35,78.64,69.75,79.50,71.12,95.51,43.92,21.36,34.55,118.63,95.11,-1.91,48.27
*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C,OCCCCO.OCCCCCCOc1ccc(cc1)c2ccc(OCCCCCCO)cc2.Cc1ccc(N=C=O)cc1N=C=O,41.49405569,103.64,10.45,98.34,24.03,91.93,88.32,83.99,94.49,54.45,102.23,76.36,99.31,100.60,42.21,92.93,60.77,85.02,98.29,158.07,82.54,138.18,99.98,70.94,79.71,119.30,22.44,85.84,29.29,47.92,68.35,139.75,94.62,106.45,107.53,89.44,110.42,99.84,23.23,106.69,32.55,52.96,80.24,84.59,98.92,58.31,107.92,99.65,105.06,53.09,21.02,69.25,24.67,49.83,56.86,79.11,85.07,54.18,79.30,75.10,96.78,50.31,19.68,53.66,30.29,47.99,35.51,79.32,37.86,48.14,50.81,37.70,28.19,-23.27,69.73,26.79,94.28,77.14,76.05,37.29
*c1sc(c(c1C#N)C#N)N=Cc1ccc(cc1)C=N*,Nc1c(C#N)c(C#N)c(S1)N.O=Cc1ccc(C=O)cc1,204.4271705,168.72,141.61,123.54,149.40,142.93,160.45,96.82,133.06,73.34,144.07,108.44,114.71,144.31,138.42,147.21,153.79,179.99,165.40,197.61,177.33,167.23,163.25,181.89,192.05,97.44,142.31,164.02,184.52,94.04,120.26,197.96,157.94,169.38,148.12,171.03,175.21,176.73,143.70,145.63,152.32,146.47,150.62,87.41,130.72,91.75,143.40,117.69,125.06,306.84,242.18,232.28,248.82,225.35,266.45,250.60,270.17,223.56,250.85,247.86,249.56,280.40,164.54,186.01,159.02,267.50,272.89,234.07,237.42,196.57,199.21,242.77,249.45,183.38,155.14,208.59,124.65,304.63,186.47,152.24
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,Nc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1.O=C(c1ccc2C(=O)OC(=O)c2c1)c3ccc4C(=O)OC(=O)c4c3,126.2551791,231.56,205.21,229.10,203.18,250.46,236.94,246.67,236.20,243.62,235.49,253.79,237.08,241.31,234.61,233.62,231.99,236.05,262.32,234.08,230.47,229.55,226.95,205.89,235.19,233.88,224.92,231.70,225.32,201.71,203.10,232.77,230.08,236.15,230.03,227.39,221.50,228.25,207.77,228.51,209.86,231.74,222.42,244.96,235.88,234.97,237.74,240.98,257.60,244.61,223.70,232.69,231.79,244.61,247.22,251.24,251.85,251.97,255.63,249.31,259.16,232.53,225.63,230.50,226.66,232.69,237.88,238.88,235.91,235.64,235.98,227.72,234.11,270.33,282.34,232.03,274.36,251.63,235.50,207.64
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)N2C(=O)N(C(=O)C2(C)C)C(=O)*)c2ccccc2)cc1,O=C(Cl)c7ccc6c(=O)n(c5cccc(P(=O)(c1ccccc1)c4cccc(n3c(=O)c2ccc(C(=O)Cl)cc2c3=O)c4)c5)c(=O)c6c7.CC1(C)NC(=O)NC1=O,138.7903633,203.77,289.35,239.04,289.07,299.64,269.83,279.71,250.14,268.60,268.46,269.56,268.70,126.58,206.15,242.65,207.12,228.33,297.42,106.98,282.77,294.16,295.67,246.55,280.21,143.49,231.82,251.62,263.24,305.42,281.45,175.54,294.51,272.41,297.22,252.93,262.18,207.56,292.32,245.83,281.35,283.03,267.79,277.61,254.71,268.16,272.48,270.13,281.85,198.03,224.29,220.37,221.86,232.15,213.64,209.23,225.95,205.35,227.73,214.89,222.60,170.58,238.44,232.15,228.28,237.66,238.04,150.97,211.08,219.62,224.58,208.86,223.42,188.97,227.24,254.17,288.75,191.10,247.11,267.05
*OCOCCCCCC*,OCCCCCCO.C1OCOCO1,-41.68464364,-73.93,-6.94,-73.04,-7.37,-34.25,-59.98,-65.72,-51.60,-71.83,-55.59,-43.38,-50.73,-90.16,-9.32,-68.62,-3.80,-79.41,-57.46,-99.20,-29.95,-66.06,-26.75,-0.85,-67.64,-79.37,33.91,-62.31,43.40,-6.45,-93.04,-83.34,-12.61,-58.57,-17.68,-13.50,-57.54,-74.12,13.64,-75.15,8.57,-59.96,-55.81,-62.24,-51.88,-71.10,-57.51,-37.62,-61.97,-86.28,-17.10,-26.96,-21.07,-43.60,-65.76,-83.50,-76.78,-23.66,-66.90,-0.98,-77.86,-56.90,3.43,-7.12,-21.25,-60.45,-67.02,-63.14,-18.18,-27.03,-15.25,-22.13,-55.76,-2.28,-58.25,-24.27,-60.18,-68.30,-66.75,-89.34
*Oc1ccc(cc1)OC(=O)c1c(cc(c(c1)OCCCCCCCCCCCCCCCC)C(=O)*)OCCCCCCCCCCCCCCCC,Oc1ccc(O)cc1.ClC(=O)c1c(OCCCCCCCCCCCCCCCC)cc(c(OCCCCCCCCCCCCCCCC)c1)C(=O)Cl,77.98044592,109.75,50.86,58.54,37.03,93.76,73.30,84.39,71.28,68.56,64.44,69.96,88.59,84.19,36.86,28.47,11.92,39.31,107.39,66.02,-15.27,75.96,-16.11,17.45,39.63,76.74,13.79,48.29,-9.30,21.64,39.56,82.39,-36.27,67.71,-38.31,-5.63,24.11,111.92,30.77,68.68,3.55,99.96,75.50,80.75,71.61,64.03,63.76,66.90,67.00,64.81,83.20,43.89,70.54,9.15,68.58,56.71,96.99,58.07,96.66,98.12,84.31,58.85,49.75,31.15,38.39,24.54,53.63,66.14,-5.44,47.83,-1.51,30.87,37.57,107.73,22.50,29.61,52.58,54.73,68.44,45.42
*c1sc(cc1)/C=C/c1ccc(cc1)N(c1ccc(cc1)N(c1ccc(cc1)/C=C/c1sc(cc1)/C=C(/C(=O)Nc1cc(ccc1)NC(=O)/C(=C/*)/C#N)\C#N)c1ccccc1)c1ccccc1,N#CCC(=O)Nc1cccc(c1)NC(=O)CC#N.O=CC1=CC=C(C=Cc2ccc(N(c3ccc(N(c4ccc(C=CC5=CC=C(C=O)S5)cc4)c6ccccc6)cc3)c7ccccc7)cc2)S1,243.9892983,185.45,219.00,208.96,240.26,222.76,240.70,159.80,196.25,144.40,218.71,191.92,183.71,236.21,330.92,213.05,327.88,215.58,247.82,239.83,220.82,232.08,259.22,226.62,243.16,176.57,330.62,209.93,257.33,262.77,187.17,237.14,224.51,235.54,250.98,223.94,218.03,194.21,253.85,213.95,266.58,221.90,236.53,161.45,201.15,169.99,222.52,176.86,185.52,152.53,237.22,206.71,247.08,150.37,207.24,167.15,182.34,96.55,171.74,202.32,172.56,153.07,220.47,210.17,262.50,226.80,266.58,235.62,227.32,218.20,226.11,203.85,221.27,210.77,187.18,256.70,173.44,187.98,206.41,148.67
*N(c1ccc(cc1)Cc1ccc(cc1)N(C(=O)c1ccc(cc1)C(=O)*)CCC)CCC,CCCNc1ccc(Cc2ccc(NCCC)cc2)cc1.ClC(=O)c1ccc(cc1)C(=O)Cl,173.7390032,128.55,108.03,95.66,104.11,127.16,133.47,123.68,144.14,114.89,135.50,113.46,138.59,157.98,130.01,117.83,135.40,147.80,146.02,131.59,146.95,144.33,152.06,133.66,149.93,142.54,114.17,123.85,86.58,170.73,119.35,153.12,146.50,146.33,143.43,139.53,131.79,134.82,114.93,94.98,113.67,158.87,152.90,121.21,145.14,119.57,139.59,140.32,146.51,147.32,127.93,98.73,124.37,180.57,149.79,172.90,136.55,137.81,126.13,139.99,172.36,176.53,144.05,124.21,129.51,127.08,161.69,194.80,119.74,127.92,128.44,114.78,124.32,262.99,145.11,162.95,244.10,167.73,122.91,119.49
*Oc1ccc(cc1)C(c1ccc(cc1)OCC#CC#CC*)(C)C,CC(C)(c1ccc(OCC#C)cc1)c2ccc(OCC#C)cc2,48.046331,84.60,85.96,91.55,84.78,85.17,85.94,94.15,71.27,96.58,79.34,84.61,84.80,127.87,138.48,113.02,111.61,127.75,131.78,102.14,121.94,118.81,133.02,127.30,123.17,138.62,149.27,118.42,129.20,65.97,84.76,113.81,109.72,111.89,123.30,122.71,116.92,78.25,84.21,89.06,94.81,116.34,70.10,92.07,71.49,92.41,82.60,56.14,84.74,111.12,91.53,96.15,92.74,94.03,100.97,98.99,71.23,85.89,70.01,85.78,66.22,-29.98,46.60,66.94,39.18,36.08,44.94,144.01,119.03,85.21,97.52,93.98,110.04,115.13,59.71,71.21,62.40,41.10,55.46,56.77
